VEC-00001 | 0.0100 | -0.1518 | 0.0100 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00184 | 0.4276 | 0.0441 | 0.4276 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00185 | 0.4029 | 0.0629 | 0.4029 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00186 | -0.0141 | -0.3369 | -0.0141 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00187 | -0.4226 | -0.0630 | -0.0630 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00188 | -0.0412 | -0.2924 | -0.0412 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00189 | 0.0650 | 0.5398 | 0.5398 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00190 | 0.2931 | -0.5106 | 0.2931 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00191 | -0.0101 | -0.4311 | -0.0101 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00192 | 0.2465 | -0.3904 | 0.2465 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00193 | -0.0715 | -0.1891 | -0.0715 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00194 | -0.1243 | 0.5352 | 0.5352 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00195 | 0.5736 | -0.3332 | 0.5736 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00196 | -0.0235 | 0.1517 | 0.1517 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00197 | 0.2862 | -0.4252 | 0.2862 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00198 | -0.5925 | 0.5006 | 0.5006 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00199 | 0.1959 | 0.1303 | 0.1959 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00200 | -0.4054 | 0.0518 | 0.0518 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00201 | -0.4768 | -0.2352 | -0.2352 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00202 | -0.0443 | 0.2457 | 0.2457 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00203 | 0.3549 | -0.0866 | 0.3549 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00204 | -0.6331 | 0.3435 | 0.3435 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00205 | 0.2643 | 0.2081 | 0.2643 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00206 | 0.0003 | -0.1123 | 0.0003 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00207 | 0.2015 | -0.6830 | 0.2015 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00208 | -0.0553 | 0.3686 | 0.3686 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00209 | 0.1347 | -0.0433 | 0.1347 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00210 | 0.1607 | -0.2648 | 0.1607 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00211 | -0.1875 | 0.6446 | 0.6446 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00212 | -0.0970 | -0.3813 | -0.0970 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00213 | 0.0033 | 0.1440 | 0.1440 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00214 | -0.1602 | -0.2333 | -0.1602 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00215 | -0.4129 | 0.4599 | 0.4599 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00216 | -0.0452 | -0.2529 | -0.0452 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00217 | 0.4381 | -0.5862 | 0.4381 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00218 | -0.0706 | 0.1278 | 0.1278 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00219 | 0.0365 | -0.4954 | 0.0365 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00220 | 0.0298 | 0.1226 | 0.1226 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00221 | -0.2711 | 0.0206 | 0.0206 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00222 | 0.1136 | 0.3760 | 0.3760 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00223 | -0.3524 | 0.2562 | 0.2562 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00224 | 0.0340 | -0.1226 | 0.0340 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00225 | 0.1360 | -0.7525 | 0.1360 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00226 | 0.2005 | -0.1609 | 0.2005 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00227 | -0.3905 | 0.0863 | 0.0863 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00228 | -0.1728 | 0.1392 | 0.1392 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00229 | 0.1434 | 0.1612 | 0.1612 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00230 | -0.3068 | 0.6489 | 0.6489 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00231 | 0.1787 | -0.4316 | 0.1787 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00232 | 0.3807 | 0.1385 | 0.3807 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00233 | 0.4994 | -0.1282 | 0.4994 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00234 | 0.0769 | -0.1845 | 0.0769 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00235 | 0.5558 | -0.2373 | 0.5558 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00236 | -0.0639 | -0.1440 | -0.0639 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00237 | 0.6439 | -0.5880 | 0.6439 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00238 | -0.3465 | 0.2452 | 0.2452 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00239 | 0.0054 | -0.0183 | 0.0054 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00240 | 0.5443 | -0.2853 | 0.5443 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00241 | 0.0810 | -0.0934 | 0.0810 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00242 | -0.0263 | 0.3184 | 0.3184 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00243 | -0.2164 | 0.0981 | 0.0981 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00244 | 0.0384 | -0.6449 | 0.0384 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00245 | 0.3414 | 0.4238 | 0.4238 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00246 | -0.1665 | 0.0143 | 0.0143 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00247 | -0.4323 | 0.0337 | 0.0337 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00248 | -0.5012 | 0.7171 | 0.7171 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00249 | -0.5927 | 0.6545 | 0.6545 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00250 | 0.1576 | -0.2634 | 0.1576 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00251 | -0.2649 | 0.3026 | 0.3026 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00252 | 0.0706 | -0.4573 | 0.0706 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00253 | 0.2071 | -0.0085 | 0.2071 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00254 | -0.4387 | 0.4206 | 0.4206 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00255 | -0.1417 | -0.2196 | -0.1417 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00256 | 0.7431 | -0.7799 | 0.7431 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00257 | -0.4336 | 0.5268 | 0.5268 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00258 | -0.6943 | 0.7893 | 0.7893 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00259 | -0.4037 | 0.0910 | 0.0910 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00260 | -0.1631 | 0.7283 | 0.7283 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00261 | -0.4237 | 0.1493 | 0.1493 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00262 | -0.0991 | 0.2794 | 0.2794 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00263 | 0.7628 | -0.4939 | 0.7628 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00264 | -0.1597 | 0.2470 | 0.2470 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00265 | 0.2497 | -0.3943 | 0.2497 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00266 | 0.5289 | 0.0366 | 0.5289 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00267 | 0.3796 | -0.4325 | 0.3796 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00268 | -0.0163 | 0.1838 | 0.1838 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00269 | 0.1701 | -0.2841 | 0.1701 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00270 | 0.0672 | -0.4584 | 0.0672 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00271 | -0.0556 | 0.2884 | 0.2884 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00272 | 0.0097 | -0.2031 | 0.0097 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00273 | -0.2757 | -0.1836 | -0.1836 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00274 | 0.6781 | -0.1170 | 0.6781 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00275 | 0.0777 | -0.2433 | 0.0777 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00276 | 0.4297 | -0.4775 | 0.4297 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00277 | -0.3269 | 0.6241 | 0.6241 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00278 | 0.3107 | -0.4325 | 0.3107 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00279 | -0.7070 | 0.4056 | 0.4056 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00280 | 0.6020 | -0.5291 | 0.6020 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00281 | 0.2243 | -0.1229 | 0.2243 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00282 | -0.1131 | 0.3314 | 0.3314 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00283 | 0.2327 | 0.1267 | 0.2327 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00284 | -0.1807 | -0.1150 | -0.1150 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00285 | 0.1843 | 0.3271 | 0.3271 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00286 | -0.5302 | 0.3033 | 0.3033 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00287 | -0.4498 | -0.1853 | -0.1853 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00288 | -0.2163 | -0.1731 | -0.1731 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00289 | -0.1191 | -0.1423 | -0.1191 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00290 | 0.0140 | 0.0093 | 0.0140 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00291 | 0.4405 | -0.0195 | 0.4405 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00292 | 0.0138 | -0.5900 | 0.0138 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00293 | 0.0531 | -0.6887 | 0.0531 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00294 | 0.5059 | -0.2234 | 0.5059 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00295 | 0.4916 | -0.3775 | 0.4916 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00296 | -0.2502 | -0.3255 | -0.2502 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00297 | 0.0669 | 0.4545 | 0.4545 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00298 | 0.2377 | 0.3917 | 0.3917 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00299 | 0.0225 | -0.1337 | 0.0225 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00300 | -0.4646 | 0.3689 | 0.3689 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00301 | -0.2573 | -0.1665 | -0.1665 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00302 | 0.3739 | -0.3287 | 0.3739 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00303 | -0.6311 | 0.0968 | 0.0968 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00304 | -0.0540 | 0.2055 | 0.2055 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00305 | -0.0119 | 0.1374 | 0.1374 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00306 | -0.1822 | 0.1759 | 0.1759 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00307 | -0.5439 | 0.3842 | 0.3842 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00308 | 0.6568 | -0.1603 | 0.6568 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00309 | 0.1603 | -0.5255 | 0.1603 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00310 | 0.1023 | -0.0568 | 0.1023 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00311 | 0.2995 | 0.0436 | 0.2995 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00312 | 0.3851 | -0.6564 | 0.3851 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00313 | 0.7056 | -0.0055 | 0.7056 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00314 | 0.1574 | -0.0815 | 0.1574 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00315 | -0.5271 | 0.7244 | 0.7244 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00316 | 0.3325 | -0.5683 | 0.3325 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00317 | -0.1532 | 0.3695 | 0.3695 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00318 | 0.0782 | 0.5668 | 0.5668 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00319 | -0.4678 | -0.2266 | -0.2266 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00320 | 0.2624 | -0.4439 | 0.2624 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00321 | 0.1633 | -0.7802 | 0.1633 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00322 | 0.2309 | -0.1761 | 0.2309 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00323 | -0.0356 | 0.0616 | 0.0616 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00324 | -0.1186 | 0.2097 | 0.2097 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00325 | -0.4312 | -0.0939 | -0.0939 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00326 | -0.5023 | -0.0223 | -0.0223 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00327 | -0.2405 | -0.0325 | -0.0325 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00328 | 0.3160 | 0.0280 | 0.3160 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00329 | 0.1528 | -0.1191 | 0.1528 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00330 | -0.0105 | 0.5131 | 0.5131 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00331 | -0.7395 | 0.8494 | 0.8494 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00332 | -0.3564 | -0.0024 | -0.0024 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00333 | 0.4259 | -0.4200 | 0.4259 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00334 | 0.0173 | -0.1273 | 0.0173 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00335 | -0.0721 | -0.2282 | -0.0721 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00336 | -0.1347 | -0.5397 | -0.1347 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00337 | -0.6403 | 0.7507 | 0.7507 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00338 | -0.0731 | 0.1017 | 0.1017 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00339 | -0.1357 | -0.1178 | -0.1178 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00340 | -0.1488 | 0.0291 | 0.0291 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00341 | 0.2627 | -0.3875 | 0.2627 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00342 | -0.3621 | 0.6873 | 0.6873 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00343 | 0.1679 | -0.3135 | 0.1679 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00344 | 0.8591 | -0.6304 | 0.8591 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00345 | -0.2654 | 0.4624 | 0.4624 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00346 | -0.7131 | 0.4954 | 0.4954 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00347 | 0.4493 | -0.6446 | 0.4493 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00348 | -0.5389 | 0.4895 | 0.4895 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00349 | 0.5464 | 0.0096 | 0.5464 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00350 | -0.6576 | 0.6720 | 0.6720 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00351 | 0.2038 | 0.4547 | 0.4547 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00352 | 0.3237 | -0.2596 | 0.3237 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00353 | -0.0457 | -0.2674 | -0.0457 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00354 | 0.1503 | -0.2310 | 0.1503 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00355 | -0.0973 | 0.2525 | 0.2525 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00356 | -0.0344 | 0.6378 | 0.6378 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00357 | -0.1597 | -0.1751 | -0.1597 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00358 | -0.0880 | -0.0574 | -0.0574 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00359 | -0.1684 | 0.5529 | 0.5529 | PROVISIONED_CLUSTER_1 | COMMIT_SECURE_ROUTING_TARGET_B | 200
VEC-00360 | 0.0719 | 0.0760 | 0.0760 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00361 | -0.1740 | -0.1464 | -0.1464 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00362 | 0.7129 | -0.5453 | 0.7129 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
VEC-00363 | -0.2563 | -0.4093 | -0.2563 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00364 | -0.3783 | 0.0588 | 0.0588 | SEMANTIC_DRIFT_OUTLIER | ROUTE_TO_UNMANAGED_DATA_POOL | 422
VEC-00365 | 0.5273 | -0.3343 | 0.5273 | PROVISIONED_CLUSTER_0 | COMMIT_SECURE_ROUTING_TARGET_A | 200
